"","AAPL","ACN","ADBE","ADI","ADSK","AKAM","AMAT","AMD","ANET","ANSS","APH","AVGO","CDNS","CDW","CRM","CSCO","CTSH","ENPH","EPAM","FFIV","FICO","FSLR","FTNT","GEN","GLW","HPE","HPQ","IBM","INTC","INTU","IT","JBL","JNPR","KEYS","KLAC","LRCX","MCHP","MPWR","MSFT","MSI","MU","NOW","NTAP","NVDA","NXPI","ON","ORCL","PANW","PTC","QCOM","QRVO","ROP","SMCI","SNPS","STX","SWKS","TDY","TEL","TER","TRMB","TXN","TYL","VRSN","WDC","ZBRA"
"1","48.1898498535156","174.702178955078","302.109985351562","102.974197387695","169.449996948242","79.879997253418","41.1606826782227","30.0100002288818","62.1824989318848","203.699996948242","45.7189826965332","237.525405883789","72.6699981689453","102.410949707031","156.994918823242","49.6422309875488","59.88623046875","18.3999996185303","175","142.289993286133","305.920013427734","63.0400009155273","15.3879995346069","10.6963739395142","28.6889057159424","12.7724905014038","17.8474884033203","105.510543823242","41.5493698120117","258.34716796875","160.419998168945","29.7215099334717","23.3559837341309","88.4000015258789","106.411750793457","172.69953918457","39.721851348877","125.285232543945","130.844192504883","155.999496459961","33.5396766662598","288.799987792969","54.1254501342773","38.3070335388184","90.8624954223633","20","52.7470321655273","68.879997253418","89.4899978637695","65.0318145751953","64.8399963378906","357.951568603516","19.0300006866455","130.009994506836","37.8656539916992","69.2027740478516","267.559997558594","88.2731323242188","45.229923248291","43.7099990844727","98.7383041381836","222.050003051758","211.020004272461","38.0413665771484","201.119995117188"
"2","48.0255584716797","173.803024291992","299.329986572266","103.98966217041","170.889999389648","78.5500030517578","40.9225311279297","29.1000003814697","63.3474998474121","200.960006713867","45.542552947998","235.454406738281","71.370002746582","102.865653991699","156.635391235352","49.3136520385742","60.1568756103516","17.6399993896484","174.080001831055","143.729995727539","304.579986572266","62.9099998474121","15.2259998321533","10.8420429229736","28.801513671875","12.7213983535767","17.7105922698975","105.776504516602","41.7870979309082","253.35774230957","161.470001220703","29.5176086425781","23.2432823181152","86.4199981689453","106.542671203613","171.82649230957","39.4990501403809","123.852767944336","130.863327026367","154.3447265625","32.65576171875","285.739990234375","53.0804252624512","37.725341796875","90.9088439941406","19.4799995422363","51.9418029785156","68.163330078125","88.8499984741211","65.0139541625977","63.8899993896484","355.780181884766","19.0599994659424","128.839996337891","38.0869827270508","68.6370391845703","264.760009765625","87.5830841064453","45.083065032959","43.4000015258789","98.3966522216797","223.800003051758","210.75","38.425235748291","200.110000610352"
"3","47.9772338867188","174.318161010742","299.869995117188","103.285224914551","168.5","78.7399978637695","40.3224220275879","29.2600002288818","63.0224990844727","201.389999389648","45.5950126647949","239.931671142578","71.2799987792969","101.871017456055","152.360977172852","49.4433441162109","59.774242401123","17.4899997711182","171.809997558594","143.160003662109","300.739990234375","62.6800003051758","15.1680002212524","10.9148797988892","28.6196060180664","12.7810049057007","17.676362991333","105.890487670898","41.9367790222168","254.161804199219","161.839996337891","29.4981842041016","23.0785579681396","86.4499969482422","105.878707885742","170.174224853516","39.5129814147949","122.574142456055","131.637191772461","154.830856323242","32.5968322753906","282.5","52.899055480957","37.9490776062012","90.5287399291992","19.4599990844727","52.5156440734863","66.1699981689453","88.6999969482422","65.4073104858398","64.5500030517578","355.624420166016","19.3999996185303","128.110000610352","38.7919960021973","69.2666625976562","266.279998779297","87.4082717895508","45.2592887878418","43.6599998474121","98.7558364868164","218.229995727539","209.570007324219","39.3753128051758","200.039993286133"
"4","47.2500228881836","173.184799194336","287.970001220703","100.888336181641","163.160003662109","77.8099975585938","39.989013671875","28.8600006103516","61.5950012207031","196.449996948242","45.1992378234863","237.620025634766","69.4300003051758","101.804710388184","149.145172119141","48.4921836853027","58.9436416625977","16.2900009155273","170.490005493164","141.020004272461","294.890014648438","61.7599983215332","14.9739999771118","10.821234703064","28.4203853607178","12.5681314468384","17.6250324249268","105.138191223145","41.2500114440918","249.463027954102","160.990005493164","29.6729583740234","22.8184623718262","85.2200012207031","105.738426208496","165.057830810547","38.9606475830078","119.449699401855","127.481155395508","153.503311157227","32.095947265625","275.359985351562","52.6485900878906","37.6557312011719","88.1739959716797","19.2399997711182","51.8955307006836","66.1800003051758","86.0599975585938","64.8619613647461","63.4599990844727","354.23193359375","19.0499992370605","124.639999389648","37.8820457458496","67.8158111572266","265.970001220703","86.8654022216797","44.4956703186035","43.6500015258789","97.6607894897461","213.25","207.899993896484","39.4424934387207","197.529998779297"
"5","48.2719841003418","171.695541381836","288.720001220703","101.428115844727","162.479995727539","78.6100006103516","41.5131301879883","29.9200000762939","63.8274993896484","198.679992675781","45.5044021606445","241.856582641602","69.8399963378906","102.884590148926","148.845565795898","48.9418296813965","58.8503303527832","16.7900009155273","170.990005493164","142.630004882812","297.880004882812","62.5699996948242","15.0500001907349","10.8524494171143","28.6369304656982","12.7384309768677","17.78759765625","105.259803771973","42.4298439025879","248.503952026367","158.139999389648","29.8768653869629","23.19993019104","87.2300033569336","109.273323059082","170.183563232422","40.459846496582","123.785453796387","127.958877563477","154.148406982422","36.3780326843262","275.339996337891","52.3635940551758","39.5897216796875","90.0559158325195","20.0499992370605","52.441593170166","66.5266647338867","87.25","67.0076293945312","65.6399993896484","353.550323486328","19.1900005340576","123.980003356934","38.734619140625","69.2027740478516","265.549987792969","87.5554962158203","44.9753723144531","43.7599983215332","100.245124816895","211.539993286133","205.690002441406","42.3215026855469","203.399993896484"
"6","48.2574996948242","171.405227661133","293.230010986328","103.230346679688","165.25","79.4199981689453","42.5704879760742","30.7399997711182","64.4974975585938","200.869995117188","45.6093063354492","245.526000976562","70.1699981689453","104.580230712891","150.493423461914","48.1895332336426","58.8503303527832","17.9200000762939","172.929992675781","143.050003051758","302.100006103516","65.4700012207031","15.3500003814697","10.9721078872681","28.7841892242432","12.7469444274902","17.7448139190674","105.259803771973","41.7870979309082","249.947448730469","158.970001220703","30.1875839233398","23.2779636383057","87.120002746582","110.105598449707","174.736709594727","40.4459190368652","128.086486816406","128.169036865234","153.886611938477","37.3896179199219","278.510009765625","52.6831398010254","40.5766181945801","91.9935073852539","20.3899993896484","52.5434112548828","68.2966690063477","87.7099990844727","67.436767578125","67.0599975585938","353.404235839844","19.1900005340576","125.620002746582","38.3001327514648","70.2156295776367","267.649993896484","87.5554962158203","45.6704711914062","44.4099998474121","101.497840881348","213.160003662109","207.289993286133","43.2436485290527","207.630004882812"
"7","47.8177833557129","173.063064575195","294.649993896484","103.257781982422","162.899993896484","80.1399993896484","42.7800407409668","30.3700008392334","64.9049987792969","204.820007324219","45.7475929260254","247.373626708984","70.8099975585938","105.148620605469","151.53205871582","47.3248481750488","59.1582984924316","18.2299995422363","173.100006103516","145.630004882812","314.019989013672","65.6800003051758","15.3660001754761","11.3206758499146","28.7841892242432","12.7299156188965","17.78759765625","104.788665771484","42.1480941772461","253.183364868164","160.940002441406","30.6827774047852","23.0872249603271","89.8099975585938","110.535804748535","176.342025756836","40.2416915893555","130.941009521484","127.98755645752","155.877990722656","37.9003257751465","274.570007324219","53.2877006530762","40.8251914978027","90.4916610717773","20.2099990844727","52.7285232543945","67.9199981689453","89.7600021362305","68.0089569091797","66.6100006103516","356.637084960938","19.3500003814697","128.690002441406","38.6280479431152","70.5076217651367","273.869995117188","88.1259307861328","46.9040069580078","45.1100006103516","100.534164428711","216.020004272461","209.160003662109","46.1556739807129","209.490005493164"
"8","48.6947898864746","175.029968261719","300.970001220703","105.206398010254","169.289993286133","80.379997253418","43.5135383605957","31.2000007629395","65.7099990844727","208.110000610352","46.6678886413574","258.106994628906","73.3499984741211","106.597953796387","153.859008789062","47.3334846496582","59.988883972168","18.2999992370605","176.710006713867","148.119995117188","316.739990234375","66.129997253418","15.4379997253418","11.476749420166","29.5551147460938","12.8917007446289","17.9587097167969","106.29320526123","42.3065795898438","255.963836669922","163.649993896484","31.0226173400879","23.3473167419434","92.8300018310547","113.82755279541","179.627792358398","42.4231948852539","133.776260375977","129.630828857422","156.027542114258","39.3931655883789","283.510009765625","54.2722702026367","41.3074569702148","92.6332092285156","20.5499992370605","53.6910934448242","68.5433349609375","90.6699981689453","69.3052825927734","70.5800018310547","363.754943847656","19.2800006866455","131.429992675781","38.9477653503418","74.7415618896484","275.739990234375","89.5704650878906","47.8046951293945","45.7799987792969","102.662963867188","220.509994506836","211.289993286133","48.1940956115723","208.979995727539"
"9","48.9798812866211","176.650421142578","301.390014648438","103.843276977539","170.100006103516","80.4599990844727","42.5419082641602","31.2399997711182","66.3249969482422","206.589996337891","46.915843963623","253.792984008789","74.0199966430664","106.787422180176","153.918930053711","48.2587051391602","60.0635452270508","18.5599994659424","177.130004882812","146.380004882812","323.570007324219","66.6500015258789","15.6219997406006","11.4975633621216","29.1999702453613","12.8406105041504","18.0186042785645","106.551597595215","42.3682136535645","258.027465820312","165.070007324219","30.7507438659668","23.3646564483643","90.8499984741211","111.873054504395","175.731796264648","41.6527061462402","131.577514648438","130.490737915039","157.355117797852","38.8922729492188","288.309997558594","53.4863395690918","40.3280220031738","90.9273910522461","19.9899997711182","54.1075897216797","68.2533340454102","90.9700012207031","68.8493270874023","69.620002746582","363.696594238281","19.0499992370605","133.460006713867","38.8657760620117","73.7651901245117","277.700012207031","88.4111633300781","46.5515670776367","45.8499984741211","101.673057556152","220.050003051758","213.820007324219","46.9128036499023","211.610000610352"
"10","49.3857765197754","178.870193481445","305.700012207031","103.532249450684","172","81.2799987792969","42.551441192627","31.1900005340576","67.2149963378906","209.330001831055","47.259162902832","244.821380615234","74.8099975585938","107.554695129395","155.387023925781","49.1462669372559","59.8955535888672","18.9699993133545","177.389999389648","147.800003051758","331.399993896484","66.1900024414062","15.7679996490479","13.0583171844482","29.2346172332764","13.0194234848022","18.1041603088379","107.554626464844","42.7203979492188","261.747741699219","167.839996337891","30.6439361572266","23.4686908721924","91.3600006103516","111.340026855469","173.544448852539","41.6666412353516","131.403884887695","131.331466674805","159.281036376953","38.882453918457","293.149993896484","54.3915672302246","40.4572906494141","90.5565567016602","19.8299999237061","54.4778137207031","69.6500015258789","92.9700012207031","68.5096206665039","68.9899978637695","368.146453857422","18.9200000762939","134.889999389648","38.9641494750977","73.6283111572266","277.950012207031","88.1811447143555","46.306812286377","45.939998626709","101.567924499512","221.059997558594","217.059997558594","46.534236907959","217.529998779297"
"11","49.34228515625","179.263595581055","303.980010986328","103.248641967773","172.229995727539","81.6999969482422","41.8941459655762","31.5","67.6849975585938","209.509994506836","46.8824691772461","242.904998779297","74.4100036621094","107.791511535645","154.378341674805","49.2506942749023","60.3901710510254","19.6399993896484","180.110000610352","147.660003662109","332.429992675781","66.8399963378906","15.7779998779297","13.006290435791","29.113353729248","12.9172430038452","18.1041603088379","107.433074951172","42.3330001831055","262.106201171875","168.970001220703","30.6245174407959","23.7201099395752","91.4700012207031","110.255241394043","172.399154663086","41.4159965515137","132.233245849609","130.949310302734","159.542831420898","38.7154922485352","294.529998779297","54.3219261169434","39.8308563232422","89.4904251098633","20.0699996948242","54.8665466308594","69.8066635131836","92.8300018310547","68.5364379882812","68.9700012207031","366.648040771484","18.6100006103516","135.399993896484","38.734619140625","73.2998352050781","277.209991455078","87.7671051025391","45.9250106811523","45.4199981689453","101.401496887207","221.990005493164","217.330001831055","47.0972328186035","217.039993286133"
"12","48.3251495361328","178.252059936523","302.920013427734","102.306358337402","169.869995117188","81.1900024414062","41.389289855957","32.0400009155273","67","207.929992675781","46.5200729370117","236.287994384766","74.370002746582","104.580230712891","152.610641479492","48.893928527832","59.9142227172852","19.9699993133545","184.669998168945","142.009994506836","334.600006103516","66.6399993896484","15.710000038147","13.3236455917358","28.593620300293","12.7980356216431","17.7448139190674","106.817565917969","42.1040725708008","262.677825927734","167.139999389648","30.1099052429199","22.8878269195557","89.8300018310547","109.74089050293","170.296234130859","40.8125953674316","131.162841796875","130.853759765625","158.056335449219","39.6877937316895","293","52.5898323059082","39.080135345459","88.5818862915039","19.5100002288818","55.0979270935059","69.9433364868164","90.7699966430664","68.5096206665039","68.9599990844727","363.216369628906","18.6100006103516","135.600006103516","38.1935539245605","72.4055862426758","274.470001220703","86.6721878051758","45.6704711914062","44.8499984741211","100.683120727539","218.889999389648","215.639999389648","48.4076461791992","210.440002441406"
"13","48.6198959350586","178.982635498047","304.200012207031","103.642021179199","171.350006103516","81.3600006103516","41.8846282958984","33.1500015258789","67.6374969482422","206.720001220703","46.5296020507812","236.777770996094","74.4899978637695","106.815811157227","153.749160766602","49.0244445800781","60.082202911377","20.4200000762939","187.009994506836","142.679992675781","338.100006103516","67.1100006103516","16.1100006103516","13.2976312637329","28.6109504699707","12.6617956161499","17.6507015228271","105.875297546387","42.0424385070801","262.697235107422","167.580001831055","29.9157047271729","22.8097991943359","90.0500030517578","110.143013000488","171.873397827148","41.4113464355469","133.795547485352","130.376037597656","159.262359619141","40.6110000610352","298.019989013672","52.3548240661621","39.1049919128418","88.9249038696289","19.6399993896484","55.1627159118652","71.7799987792969","89.5699996948242","68.4380874633789","69.629997253418","364.912628173828","18.6499996185303","135.860000610352","37.7426872253418","72.7797012329102","274.779998779297","86.4789581298828","45.376766204834","45.1500015258789","101.427764892578","222.529998779297","217.479995727539","49.9704399108887","211.720001220703"
"14","49.1006851196289","179.563339233398","306.980010986328","104.300704956055","172.740005493164","81.7300033569336","42.5990676879883","33.7900009155273","67.5975036621094","209.550003051758","46.5009918212891","235.892684936523","75.0999984741211","106.531639099121","156.066146850586","49.7118644714355","59.7835731506348","19.8899993896484","188.110000610352","141.570007324219","340.809997558594","66.2600021362305","16.2099990844727","13.4224910736084","28.359748840332","12.5766468048096","17.6164817810059","106.741546630859","42.4474487304688","266.705474853516","168.360000610352","29.9448337554932","22.7924613952637","88.9499969482422","111.854354858398","172.943634033203","41.4763336181641","135.7724609375","131.704116821289","159.617614746094","42.13330078125","298.75","52.4679718017578","39.7886047363281","89.1195678710938","19.6900005340576","55.6717643737793","71.5599975585938","91.0599975585938","66.4801635742188","69.3399963378906","365.400146484375","19.2000007629395","137.570007324219","38.7264099121094","72.9165802001953","271.850006103516","86.2581558227539","44.9557952880859","43.9500007629395","102.18115234375","225.199996948242","218.869995117188","52.4553718566895","211.960006713867"
"15","48.7431030273438","182.335800170898","307.600006103516","104.218376159668","173.330001831055","82.2900009155273","43.132511138916","33.060001373291","67.9749984741211","211.300003051758","46.2053565979004","237.233291625977","75.1999969482422","107.583122253418","158.69270324707","49.8597946166992","60.9314613342285","19.4799995422363","191.050003051758","142.759994506836","345.739990234375","66.1100006103516","16.8120002746582","13.2352027893066","28.1951694488525","12.4318923950195","17.8389301300049","107.326690673828","42.7908401489258","270.014892578125","169.5","29.4399280548096","22.9485168457031","89.7600021362305","112.275177001953","173.572616577148","41.6480674743652","135.65673828125","132.229568481445","159.935546875","42.7029342651367","302.309997558594","52.7203941345215","41.3348007202148","87.2561874389648","19.6499996185303","55.5236892700195","72.5533294677734","90.1800003051758","65.8990478515625","69.3399963378906","370.840209960938","18.8500003814697","136.440002441406","38.2509460449219","72.2504577636719","272.299987792969","85.2828903198242","44.3194427490234","43.9099998474121","102.25122833252","226.529998779297","218.589996337891","52.6689186096191","195.009994506836"
"16","49.1175956726074","183.778213500977","309.420013427734","106.304214477539","174.190002441406","82.4599990844727","44.3041648864746","33.2099990844727","68.5650024414062","212.279998779297","47.2305450439453","245.251052856445","75.0199966430664","110.093414306641","157.873779296875","50.4254035949707","61.4634017944336","19.6700000762939","193.630004882812","145.559997558594","344.429992675781","65.9800033569336","16.9419994354248","13.3028345108032","28.593620300293","12.6958532333374","18.1640510559082","108.466529846191","43.9530639648438","273.343688964844","170.240005493164","29.8671588897705","23.390661239624","91.370002746582","114.949729919434","179.533950805664","42.567081451416","138.212326049805","132.707229614258","161.066741943359","43.7145233154297","301.130004882812","53.1991081237793","41.6654167175293","89.9168853759766","20.2399997711182","55.3570823669434","72.3133316040039","91.0699996948242","66.9629211425781","70.2600021362305","374.808166503906","18.5799999237061","137.410003662109","39.0379371643066","73.9203186035156","278.049987792969","86.8930282592773","45.2886581420898","44.2799987792969","103.652885437012","227.270004272461","219.649993896484","53.6784248352051","200.440002441406"
"17","49.5790557861328","182.944625854492","308.760009765625","107.05436706543","173.710006713867","83.4700012207031","44.0850791931152","34.3899993896484","69.4100036621094","210.919998168945","47.211483001709","247.7861328125","75.1999969482422","109.80924987793","159.44172668457","50.5124053955078","61.4260787963867","19.6599998474121","196.020004272461","146.080001831055","344.640014648438","66","17.003999710083","11.88254737854","28.9054622650146","12.7384309768677","18.2667198181152","108.907264709473","44.129150390625","274.217102050781","170.869995117188","29.7991847991943","23.4773635864258","91.0100021362305","115.529541015625","180.951507568359","42.9801712036133","138.684829711914","132.707229614258","161.552917480469","43.6064872741699","301.100006103516","52.9379997253418","41.5809020996094","91.9286270141602","20.2900009155273","55.0979270935059","73.2200012207031","90.4199981689453","67.436767578125","70.6900024414062","371.805358886719","18.7000007629395","137.460006713867","39.6281700134277","74.8601760864258","278.5","86.0465316772461","45.5040435791016","44.5","104.984443664551","225.130004882812","221.039993286133","53.0377731323242","197.350006103516"
"18","49.4075202941895","181.942413330078","305.700012207031","105.627212524414","171.009994506836","83.370002746582","43.8278770446777","33.8499984741211","68.8775024414062","209.740005493164","46.6583480834961","244.168182373047","74.6900024414062","108.331489562988","156.925018310547","50.1382369995117","61.5473937988281","20.3500003814697","195.899993896484","146.520004272461","339","64.4899978637695","16.9540004730225","12.2623310089111","28.8448257446289","12.6107053756714","18.2324962615967","109.066818237305","43.2927055358887","272.596405029297","169.020004272461","29.6535415649414","23.6594257354736","89.4199981689453","114.556983947754","178.191452026367","42.1214942932129","138.019439697266","130.968460083008","160.365585327148","42.2904357910156","295.5","51.3103332519531","41.5336685180664","89.9354248046875","20.3500003814697","54.466007232666","73.2900009155273","89.5","67.6513442993164","70.5500030517578","374.603393554688","19.2000007629395","135.910003662109","38.8247947692871","74.1940460205078","280.5","82.8538284301758","44.2117500305176","44.4300003051758","103.968276977539","222.860000610352","217.539993286133","49.9801483154297","199.320007324219"
"19","49.1296653747559","181.5302734375","309.390014648438","104.236679077148","171.619995117188","83.8300018310547","44.0279197692871","33.5999984741211","69.3574981689453","209.699996948242","46.2482681274414","244.984603881836","74.3499984741211","107.497871398926","158.033569335938","49.7814750671387","60.8847885131836","20.1900005340576","198.509994506836","144.970001220703","341.489990234375","64.8099975585938","17.3099994659424","11.7993087768555","28.5416507720947","12.5085248947144","18.1212730407715","108.717277526855","43.486400604248","272.353790283203","168.419998168945","29.5370235443115","23.3993320465088","88.2200012207031","117.353103637695","179.98454284668","42.1261444091797","137.672225952148","130.194534301758","159.084762573242","42.594898223877","296.559997558594","51.632381439209","42.1874504089355","89.3699035644531","20.2900009155273","53.8898391723633","74.5466690063477","89.629997253418","67.7317962646484","70.5199966430664","367.895965576172","18.7600002288818","135.75","38.529670715332","73.1538314819336","276.299987792969","81.1700744628906","44.1432189941406","44.1500015258789","102.654190063477","224.509994506836","216.960006713867","49.9801483154297","197.860000610352"
"20","49.6877784729004","182.476303100586","310.079986572266","106.13037109375","172.380004882812","83.5","45.8854293823242","33","68.8724975585938","207.559997558594","45.9955520629883","249.023666381836","74.7200012207031","106.484283447266","157.773895263672","50.2426567077637","61.5287437438965","20.6599998474121","195.279998779297","145.589996337891","345.279998779297","65.9599990844727","17.2900009155273","11.9657897949219","28.723560333252","12.5596141815186","18.292387008667","113.702140808105","43.9706649780273","274.537475585938","168.550003051758","29.4787654876709","23.5380458831787","87.379997253418","124.75952911377","186.096069335938","43.1194114685059","140.729309082031","130.337814331055","160.356216430664","43.8716621398926","294.679992675781","51.1971778869629","42.3042831420898","90.0374069213867","20.5200004577637","54.0106468200684","74.1033325195312","88.4800033569336","66.4890899658203","71.2399978637695","368.081146240234","18.6000003814697","136.039993286133","38.8329887390137","74.2944259643555","276.470001220703","81.6577377319336","45.3278121948242","44.1199989318848","103.87190246582","224.419998168945","214.800003051758","51.3293838500977","182.690002441406"
