"","CHTR","CMCSA","DIS","EA","FOX","FOXA","GOOG","GOOGL","IPG","LYV","META","MTCH","NFLX","NWS","NWSA","OMC","PARA","T","TMUS","TTWO","VZ","WBD"
"1","398.769989013672","39.0775833129883","139.849533081055","91.3945617675781","32.7746162414551","33.1269721984863","55.5709991455078","55.6599998474121","18.5872211456299","67.2200012207031","189.329116821289","69.1999969482422","365.209991455078","13.1821804046631","12.8050193786621","67.7224731445312","44.4584999084473","16.9010982513428","77.2833862304688","111.540000915527","44.7077560424805","30.9300003051758"
"2","394.690002441406","38.9702262878418","138.086868286133","93.4933242797852","33.2660064697266","33.6856079101562","56.0940017700195","56.2685012817383","18.5624141693115","66.6900024414062","190.937408447266","66.7900009155273","369.209991455078","13.1538324356079","12.7766876220703","68.2761154174805","44.1957969665527","16.8543510437012","75.071891784668","112.639999389648","45.0430183410645","30.6900005340576"
"3","392.440002441406","39.0060157775879","137.092315673828","97.0926361083984","32.9507751464844","33.3318061828613","55.7760009765625","55.8349990844727","18.6864395141602","66.5800018310547","192.395874023438","71.4800033569336","371.040008544922","12.974289894104","12.5783796310425","68.3180770874023","44.0381774902344","16.9218730926514","74.9132232666016","113.830001831055","45.4328842163086","31.0100002288818"
"4","390.910003662109","38.2455863952637","137.801315307617","95.0330810546875","32.6262741088867","32.9035148620605","54.3175010681152","54.3790016174316","18.4962730407715","66.4700012207031","188.639846801758","67.1100006103516","360.299987792969","12.9081430435181","12.5122776031494","67.3533630371094","43.2763175964355","16.9062900543213","73.961181640625","112.809997558594","45.222354888916","29.9300003051758"
"5","388.239990234375","37.6730155944824","138.254272460938","95.4449920654297","32.7375335693359","33.0245513916016","53.9900016784668","54.015998840332","18.3143615722656","66.0500030517578","187.46110534668","66.6600036621094","362.200012207031","12.9459400177002","12.5594930648804","67.9405899047852","42.5582618713379","16.8959045410156","72.4339599609375","111.550003051758","44.4348678588867","29.5200004577637"
"6","391.410003662109","37.5746116638184","137.171096801758","97.2299270629883","33.1454772949219","33.5087127685547","53.8004989624023","53.8315010070801","18.2399482727051","66.9300003051758","189.29914855957","68.2300033569336","370.019989013672","13.0971336364746","12.6822566986084","67.9489593505859","42.7509155273438","17.1296291351318","72.681884765625","113.389999389648","44.6375846862793","29.7399997711182"
"7","395.179992675781","37.8250923156738","137.505874633789","99.30908203125","33.86865234375","34.1138954162598","54.0455017089844","54.1399993896484","18.6781749725342","66.25","192.795440673828","67.2699966430664","367.320007324219","13.1916313171387","12.7389135360718","68.7459106445312","43.6966552734375","17.4049129486084","73.5248336791992","113.529998779297","44.5440254211426","30.7000007629395"
"8","397.739990234375","38.2097854614258","139.485153198242","98.9462051391602","33.3401756286621","33.443531036377","54.8974990844727","55","18.6285610198975","67.1600036621094","192.795440673828","68.9100036621094","374.600006103516","13.2199783325195","12.842791557312","70.0880889892578","44.2658462524414","17.3633575439453","73.5347518920898","115.959999084473","44.1775665283203","30.6800003051758"
"9","398.690002441406","38.5604248046875","140.35173034668","100.74097442627","33.86865234375","34.0673408508301","55.5625","55.6300010681152","19.1825408935547","68.1900024414062","194.793319702148","69.6999969482422","375.429992675781","13.1443824768066","12.7578020095825","70.2474746704102","44.642391204834","17.5763092041016","74.8537216186523","116.910003662109","45.3237266540527","30.8799991607666"
"10","400","38.947021484375","140.794845581055","96.2197799682617","33.7017631530762","33.8438873291016","56.0789985656738","56.1495018005371","19.1494674682617","69.4000015258789","196.990982055664","71.5400009155273","381.720001220703","13.1349334716797","12.7011442184448","71.1115341186523","45.3954849243164","17.6490287780762","75.1908950805664","118.069999694824","45.3237266540527","30.8999996185303"
"11","401.679992675781","38.911060333252","141.141632080078","91.7966613769531","33.8964653015137","34.0766487121582","56.5794982910156","56.6334991455078","19.3148384094238","69.6600036621094","196.191833496094","72.2799987792969","380.549987792969","13.1443824768066","12.7105846405029","71.0947418212891","45.5443458557129","17.8152294158936","75.5974960327148","117.230003356934","45.4640617370605","31.2600002288818"
"12","399.399993896484","38.3266716003418","139.72477722168","91.6397552490234","33.4977951049805","33.6390571594238","55.8175010681152","55.8395004272461","19.2817573547363","68.6100006103516","195.552505493164","70.6999969482422","376.160003662109","12.9553899765015","12.5500507354736","70.6669158935547","45.8858680725098","17.7892627716064","75.0024719238281","114.75","45.1365928649902","31.2999992370605"
"13","401.220001220703","38.6413421630859","140.309356689453","90.2765274047852","33.386531829834","33.5366325378418","56.2415008544922","56.2145004272461","19.1411972045898","69.0800018310547","198.998870849609","72.0999984741211","379.929992675781","12.9459400177002","12.5594930648804","70.6753082275391","45.8070526123047","17.7708435058594","74.5264587402344","115.089996337891","44.4456024169922","31.6299991607666"
"14","407.209991455078","39.3695755004883","142.221618652344","92.1497268676758","33.5070610046387","33.6483612060547","57.023998260498","57.0455017089844","19.248685836792","69.3399963378906","202.515121459961","73.3000030517578","381","12.9364910125732","12.5594930648804","70.2726516723633","46.0347366333008","17.8874111175537","77.9775772094727","117.160003662109","44.910457611084","31.6499996185303"
"15","410.25","39.6303062438965","142.241439819336","91.6887817382812","33.6646842956543","33.7880210876465","57.2104988098145","57.2039985656738","19.207347869873","69.879997253418","201.016708374023","72.2300033569336","379.5","12.8892450332642","12.4839468002319","70.1719818115234","46.481330871582","17.728458404541","77.6106491088867","116.529998779297","44.8474311828613","31.6200008392334"
"16","414.309997558594","40.1337661743164","143.54931640625","91.0316696166992","34.2673187255859","34.4118270874023","57.2449989318848","57.2669982910156","19.6538352966309","70.5","204.652862548828","73.0299987792969","373.25","12.974289894104","12.5689353942871","71.04443359375","46.5689010620117","17.8291263580322","78.790771484375","116.459999084473","45.0601654052734","32.4099998474121"
"17","414.630004882812","40.205696105957","143.727661132812","90.4432754516602","34.3414993286133","34.458381652832","57.5169982910156","57.5255012512207","19.60422706604","70.8300018310547","203.693878173828","73.0800018310547","366.600006103516","12.9931879043579","12.616153717041","70.4571914672852","46.7352714538574","17.8609161376953","78.6519317626953","117.029998779297","45.3674354553223","32.3800010681152"
"18","414.839996337891","40.5383453369141","142.974639892578","87.8246994018555","34.0169944763184","34.1604423522949","57.6790008544922","57.6730003356934","19.5876884460449","70.5500030517578","203.623947143555","72.2900009155273","365.989990234375","13.1160345077515","12.8239030838013","70.4823684692383","46.8578758239746","17.7920360565186","78.3841781616211","117.449996948242","45.2335052490234","32.5699996948242"
"19","414.559997558594","39.9449729919434","141.260543823242","87.971809387207","33.5348701477051","33.6763000488281","57.3175010681152","57.3370018005371","19.0915870666504","70.3300018310547","201.586120605469","73.1399993896484","362.440002441406","12.7852993011475","12.4839468002319","68.4271240234375","45.903377532959","17.622486114502","78.2750930786133","117.599998474121","45.0838088989258","31.7999992370605"
"20","415.619995117188","40.0618362426758","140.329177856445","87.4716415405273","33.9428176879883","34.0300903320312","57.3165016174316","57.3619995117188","18.8766117095947","70.5899963378906","200.567199707031","76.4599990844727","325.209991455078","12.9081430435181","12.5406064987183","68.2425689697266","44.9488830566406","17.5324153900146","77.3230590820312","117.699996948242","45.075927734375","31.3199996948242"
"21","409.790008544922","39.6123199462891","138.565521240234","85.8141937255859","33.7944755554199","33.9183692932129","56.5050010681152","56.5774993896484","18.851806640625","70.2900009155273","198.149765014648","76.0199966430664","315.100006103516","12.7663993835449","12.4084033966064","66.9087600708008","44.3971977233887","17.373462677002","76.7875366210938","116.059997558594","44.5874214172363","31.4599990844727"
"22","407.859985351562","39.4235191345215","139.546417236328","86.4418563842773","33.6739463806152","33.6111221313477","56.9034996032715","56.9604988098145","18.8352718353271","70.0400009155273","202.105575561523","76.7900009155273","310.619995117188","12.8419961929321","12.5217218399048","67.3617401123047","43.7929878234863","17.0237693786621","77.0156326293945","116.660003662109","43.7286148071289","30.9799995422363"
